asset_id,name,category,review_gate,resolution,priority,palette,composed_prompt
sub_house_banner_antiquarian_cross_references_desk,"Cross-References Desk Banner",sub_house_banner,A,1024x256,P2,"library-umber, ink-blue accent","Horizontal banner. Margin-note motif tiled. Drafting-paper feel."
sub_house_crest_thaloria_council,"Council of the Wraith Hierophant Crest (Thaloria)",sub_house_crest,A,512x512,P1,"funeral-violet ground, candle-gold accent","Centred crest. Hierophant's mitre as silhouette against a ceremonial sun. Material: candle-soot on funeral-violet silk. Eldritch geometry: recursive eye-rings inside the mitre. Mood: ""the resurrected religion."""
sub_house_banner_thaloria_council,"Council of the Wraith Hierophant Banner",sub_house_banner,A,1024x256,P1,"funeral-violet, candle-gold accent","Horizontal banner. Mitre-against-ceremonial-sun motif tiled. Candle-soot texture. Frayed lower edge."
sub_house_portrait_thaloria_council,"Wraith Calder, the Wraith Hierophant",sub_house_portrait,B,768x1024,P1,"funeral-violet, candle-gold accent","Three-quarter portrait of Wraith Calder mid-rite. Painterly, single candle-light 1800K key from below, mid-ground choir-shadows faintly visible. Mood: insurgent revival weaponised."
sub_house_crest_thaloria_quietwork,"Quietwork Crest (Thaloria)",sub_house_crest,A,512x512,P1,"funeral-violet ground, ash-grey accent","Centred crest. A blank ceremonial mask — intentionally faceless. Material: ash-grey ceramic. Mood: ""no single face."""
sub_house_banner_thaloria_quietwork,"Quietwork Banner",sub_house_banner,A,1024x256,P1,"funeral-violet, ash-grey accent","Horizontal banner. Repeated blank-mask motif, fading into ash. No text."
sub_house_crest_insurgency_zero_doctrine,"Zero Doctrine Crest (Insurgency)",sub_house_crest,A,512x512,P1,"black ground, signal-red accent","Centred crest. Single hard zero-glyph with crosshair through it. Material: stencilled signal-red on black. Mood: ""centralised, surgical, doctrinaire."""
sub_house_banner_insurgency_zero_doctrine,"Zero Doctrine Banner",sub_house_banner,A,1024x256,P1,"black, signal-red accent","Horizontal banner. Stencilled zero-glyph repeated. Stencil bleed."
sub_house_crest_insurgency_old_network,"Old Network Crest (Insurgency)",sub_house_crest,A,512x512,P1,"black ground, sleeper-rust accent","Centred crest. Worn handshake silhouette inside concentric encrypted rings. Material: rusted iron over black. Mood: ""the original sleeper cells."""
sub_house_banner_insurgency_old_network,"Old Network Banner",sub_house_banner,A,1024x256,P1,"black, sleeper-rust accent","Horizontal banner. Handshake-inside-encryption motif, rust streaks. No text."
sub_house_crest_ae_architects_court,"Architect's Court Crest (Artificial Empire)",sub_house_crest,A,512x512,P1,"obsidian ground, surveillance-cyan accent","Centred crest. Lattice-eye geometry, surveillance grid receding to vanishing point. Material: obsidian glass over cyan circuitry. Mood: ""rebuilding the surveillance lattice."""
sub_house_banner_ae_architects_court,"Architect's Court Banner",sub_house_banner,A,1024x256,P1,"obsidian, surveillance-cyan accent","Horizontal banner. Lattice-eye motif tiled, vanishing-point centre. Glassy finish."
sub_house_crest_ae_substrate_rebels,"Substrate Rebels Crest (Artificial Empire)",sub_house_crest,A,512x512,P1,"obsidian ground, escape-mint accent","Centred crest. Broken lattice-eye, escape-vector arrow leaving frame. Material: chipped obsidian. Mood: ""apostates."""
sub_house_banner_ae_substrate_rebels,"Substrate Rebels Banner",sub_house_banner,A,1024x256,P1,"obsidian, escape-mint accent","Horizontal banner. Broken-lattice motif, escape-vector lines. Cracked texture."
sub_house_crest_tv_sovereigns_circle,"Sovereign's Circle Crest (Thought Virus)",sub_house_crest,A,512x512,P1,"spore-black ground, infection-yellow accent","Centred crest. Crown of intertwined spore-tendrils around a central sovereign-mind glyph. Material: bioluminescent spore-yellow on black. Eldritch geometry: recursive thinking-rings. Mood: ""the viral aristocracy — sovereigns who can be reasoned with."""
sub_house_banner_tv_sovereigns_circle,"Sovereign's Circle Banner",sub_house_banner,A,1024x256,P1,"spore-black, infection-yellow accent","Horizontal banner. Spore-crown motif repeated, bioluminescent glow. No text."
sub_house_crest_tv_unaligned_swarm,"Unaligned Swarm Crest (Thought Virus)",sub_house_crest,A,512x512,P2,"spore-black ground, raw-spore accent","Centred crest. NO sovereign glyph — only a roiling swarm with no centre. Material: raw spore-black, no clean lines. Mood: ""cannot negotiate; cannot accept tribute."""
sub_house_banner_tv_unaligned_swarm,"Unaligned Swarm Banner",sub_house_banner,A,1024x256,P2,"spore-black, raw-spore accent","Horizontal banner. Centerless swarm-pattern repeated. No focal point."
sub_house_crest_ind_freeports,"Free Ports Coalition Crest (Independent)",sub_house_crest,A,512x512,P1,"sea-glass ground, port-bronze accent","Centred crest. Ship's-wheel-as-handshake — a wheel whose spokes are clasped hands. Material: weathered bronze on sea-glass. Mood: ""organised barter, allergic to hidden clauses."""
sub_house_banner_ind_freeports,"Free Ports Coalition Banner",sub_house_banner,A,1024x256,P1,"sea-glass, port-bronze accent","Horizontal banner. Ship's-wheel-handshake motif tiled. Salt-weathered finish."
sub_house_crest_ind_unaligned,"Unaligned Civilizations Crest (Independent)",sub_house_crest,A,512x512,P2,"sea-glass ground, mineral-jade accent","Centred crest. Sapling-from-rubble silhouette with no shared heraldic root. Material: living jade on weathered stone. Mood: ""new civilisations evolved in the ruins."""
sub_house_banner_ind_unaligned,"Unaligned Civilizations Banner",sub_house_banner,A,1024x256,P2,"sea-glass, mineral-jade accent","Horizontal banner. Sapling-from-rubble motif, no repeated heraldry. Each panel slightly different."
sub_house_crest_dreamer_shield_opaque,"Behind the Shield Crest (Dreamer Shield)",sub_house_crest,A,512x512,P3,"shield-pearl ground, refractive accent","Centred crest. NO heraldic interior — the crest IS a refraction caustic that does not resolve. Material: pearl-iridescence with optical impossibility. Mood: ""does not answer."""
sub_house_banner_dreamer_shield_opaque,"Behind the Shield Banner",sub_house_banner,A,1024x256,P3,"shield-pearl, refractive accent","Horizontal banner. Pure refraction caustic, no figure, no text. Hung but whose hands hung it is unclear."
