asset_id,name,category,review_gate,resolution,priority,palette,composed_prompt
era_sector_lord,"Sector Lord",era_banner,B,1792x768,P1,"brass, warm amber, leather-brown, one cold cyan holographic accent","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: brass, warm amber, leather-brown, one cold cyan holographic accent

Wide view of a young empire's star-map table from above-and-to-the-side, with projected sector tokens floating in holographic amber above a brass surface. A gauntleted hand reaches in from the right to place one piece. Deep interior light, no window view. Mood: deliberate ascent.

Negative: no player-character face, no readable glyphs, no modern UI chrome"
era_galactic_power,"Galactic Power",era_banner,B,1792x768,P1,"cold steel, twilight violet, deep red in the outer corners only","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: cold steel, twilight violet, deep red in the outer corners only

Panoramic fleet array in crescent formation over a populated world, seen from a great distance so the fleet reads as geometric pattern rather than individual ships. Twilight lighting. The horizon is just beginning to tint red-violet at the edges. Mood: dominion, but the sky is turning.

Negative: no battle in progress, no muzzle-flashes, no text overlay"
era_cosmic_convergence,"Cosmic Convergence",era_banner,B,1792x768,P1,"blood-red, absolute black, one single point of pure white where the impossible shape opens","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: blood-red, absolute black, one single point of pure white where the impossible shape opens

The whole frame is bathed in a terrible red-dark corona — the Convergence arriving at galactic scale. Colossal impossible geometry (rings-within-rings, a door that is also an eye) occludes half the star-field. Tiny fleet silhouettes are below, in silhouette, utterly dwarfed. Horizontal composition with the geometry centred, fleet as a thin line along the bottom edge. Mood: witnessed apocalypse.

Negative: no recognisable demon imagery, no fire plumes, no text"
encounter_listener_static,"The Listener Behind the Static",encounter_key_art,A,1536x1152,P0,"CRT-green, static-grey, deep black, one pinprick of hot red on a recording indicator","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: CRT-green, static-grey, deep black, one pinprick of hot red on a recording indicator

A dark bridge interior of a player ship at low power. Every monitor shows a single pale eye rendered entirely in RF static noise — blinking in sync across screens. One ceiling speaker hangs crooked, a mouth-shaped crack running down it. A human comms officer is turned away from the camera, frozen mid-movement. Left-heavy composition; negative space on the right reserved for the choice-list UI pane. Mood: someone is already listening.

Negative: no jump-scare face, no gore, no explicit text on screens"
encounter_dreamers_weeping,"The Dreamer's Weeping",encounter_key_art,B,1536x1152,P1,"nebula purple, crystal cyan, ink black, one rose-gold rim on the nearest crystal","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: nebula purple, crystal cyan, ink black, one rose-gold rim on the nearest crystal

The Dreamer's silhouette (vast, unfocused, only a shoulder and the curve of a distant cheek) across a nebula-scale void. A single tear becomes a cascade of crystalline shards falling slow-motion through space — some are raw Void Crystal, others are simply sad. Left-heavy composition with the tear-path curving from upper-left to mid-frame. Right third reserved for UI overlay. Mood: grief that can be mined.

Negative: no readable face, no realistic tears, no religious halos"
encounter_counted_crew,"The Counted Crew",encounter_key_art,B,1536x1152,P1,"warm tungsten, bone-white, deep brown, one cold blue glow from the manifest","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: warm tungsten, bone-white, deep brown, one cold blue glow from the manifest

A cargo-bay manifest room. A roster projected on the wall lists names — but every name has two tallies next to it, and the second column is always one number higher than the first. In the foreground, an empty chair is pulled out from the table and gently rocking, seat-cushion still faintly indented. Strong chiaroscuro; left side of the composition is the chair, right side reserved for UI. Mood: someone who was never hired is at work.

Negative: no ghost figures, no readable names, no motion blur"
encounter_final_invitation,"The Final Invitation",encounter_key_art,B,1536x1152,P1,"obsidian door, honey-gold leak, deep space blue, one ember-orange reflection on the nearest ship's hull","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: obsidian door, honey-gold leak, deep space blue, one ember-orange reflection on the nearest ship's hull

A colossal door suspended in open space — no wall, no station, just the door. Carved into it: a single polite welcome-glyph in a language that reads even to the viewer as a sentence ending in a question mark. A thin hairline crack runs down the centre; faint warm honey-coloured light leaks through. Distant fleet silhouettes approach from below like pilgrims. Left-heavy composition, door centred-left, right third reserved for UI. Mood: the choice framed as hospitality.

Negative: no demon mouth, no claws, no explicit text in readable script"
doctrine_swarm,"Swarm Doctrine",doctrine_banner,B,1024x512,P1,"gunmetal grey, swarm-orange engine trails, deep cobalt void, one accent white rim","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: gunmetal grey, swarm-orange engine trails, deep cobalt void, one accent white rim

A wide horizontal composition of countless small fighter-craft arranged in a moving chevron pattern — readable as a single shape made of fifty distinct dots. Motion-blur implies speed. Two larger carrier silhouettes anchor the left and right edges. Mood: overwhelming by number.

Negative: no individual named ships, no pilot views, no text"
doctrine_iron_wall,"Iron Wall Doctrine",doctrine_banner,B,1024x512,P1,"bastion-grey, shield-cyan, deep blue planet, single gold command-insignia glow","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: bastion-grey, shield-cyan, deep blue planet, single gold command-insignia glow

A horizontal wall-formation of heavy armoured cruisers overlapping shields, forming a literal wall across the frame. Weapons retracted, shields active as faint hexagonal pattern. Behind the wall, a calm blue planet; in front, incoming fire flecks that disintegrate at the shield line. Mood: immovable promise.

Negative: no fire or explosion effects beyond sparks, no visible crew, no text"
doctrine_archon_formation,"Archon Formation",doctrine_banner,B,1024x512,P1,"bone-white, blood-red trim, absolute black, one violet navigation flare","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: bone-white, blood-red trim, absolute black, one violet navigation flare

Three identical battle-dreadnoughts in perfect geometric triangle formation, surrounded by smaller frigate escorts in mathematically precise orbits. Architect-aesthetic: white hulls, red-black trim, ritual symmetry. The background is a flat dark void with a single dimly-lit ringed world. Mood: order as doctrine.

Negative: no asymmetry, no organic curves, no human figures"
doctrine_antiquarian_tempo,"Antiquarian Tempo",doctrine_banner,B,1024x512,P1,"brass, vellum cream, indigo void, one pale violet accent along the glyph-line","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: brass, vellum cream, indigo void, one pale violet accent along the glyph-line

A small elegant fleet (4–6 ships) mid-manoeuvre around a brass astrolabe-like superstructure floating in space. The ships trace curved light-trails that read as a musical phrase. Ship hulls are brass and vellum-cream with Antiquarian glyph-etching. Mood: war as composition.

Negative: no visible weapons firing, no humans, no explicit sheet music on hulls"
fleet_scout,"Scout",fleet_silhouette,C,512x512,P1,"matte grey, cyan running-light","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: matte grey, cyan running-light

Slim dart-shaped recon skimmer, twin swept wings, oversized sensor-dome nose, minimalist hull, 3/4 view on transparent ground. Mood: eye.

Negative: no background, no motion blur, no pilot figures, no UI overlays, no text on hull"
fleet_trader,"Trader",fleet_silhouette,C,512x512,P1,"matte grey, mustard-yellow cargo-seal stripe","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: matte grey, mustard-yellow cargo-seal stripe

Blocky rounded freighter with visible modular cargo pods slung under the main hull, stub engines, civilian bridge bubble, 3/4 view on transparent ground. Mood: utility.

Negative: no background, no motion blur, no pilot figures, no UI overlays, no text on hull"
fleet_frigate,"Frigate",fleet_silhouette,C,512x512,P1,"matte grey, hazard-orange warning stripe at the nose","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: matte grey, hazard-orange warning stripe at the nose

Narrow knife-hull with forward rail-gun spine and two side missile racks. Angular, purposeful, 3/4 view on transparent ground. Mood: hunter.

Negative: no background, no motion blur, no pilot figures, no UI overlays, no text on hull"
fleet_cruiser,"Cruiser",fleet_silhouette,C,512x512,P1,"matte grey, blood-red heat-vent trim","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: matte grey, blood-red heat-vent trim

Mid-size capital hull with layered armour plating and a central battery turret. Squat, dense silhouette, 3/4 view on transparent ground. Mood: line-of-battle.

Negative: no background, no motion blur, no pilot figures, no UI overlays, no text on hull"
fleet_carrier,"Carrier",fleet_silhouette,C,512x512,P1,"matte grey, approach-green deck-light array","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: matte grey, approach-green deck-light array

Long flat-decked carrier with twin parallel flight-deck strips, hangar mouths at bow and stern, tower superstructure offset to one side, 3/4 view on transparent ground. Mood: lifter.

Negative: no background, no motion blur, no pilot figures, no UI overlays, no text on hull"
fleet_flagship,"Flagship",fleet_silhouette,C,512x512,P1,"matte grey, gold prow insignia","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: matte grey, gold prow insignia

Oversized command dreadnought with asymmetrical bridge pagoda, heavy forward prow, multiple secondary gun tiers, a distinct ceremonial banner mast, 3/4 view on transparent ground. Mood: throne.

Negative: no background, no motion blur, no pilot figures, no UI overlays, no text on hull"
market_pirate_raider,"Pirate Raider",pirate_portrait,C,768x768,P1,"rust-red, soot-black, salvage-yellow warning paint, one cold blue running-light","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: rust-red, soot-black, salvage-yellow warning paint, one cold blue running-light

A battered bulk-carrier repainted by hand with a garish red-and-black raider sigil. Cargo-pod skeletons welded crooked, heavy-salvage hull patches, a single oversized broadside gun bolted amidships. Pirate's own small dinghy docked at the side like a parasite. The ship is parked, drifting lazy — engines cold, running lights dimmed to two. Background: empty trade-lane stars. Mood: rudeness as business model.

Negative: no human face, no skull-and-crossbones cliché, no explosions"
civic_doctrine_iron_lion,"Iron Lion Doctrine (Civic)",civic_icon,C,256x256,P1,"flat dark-slate background, military-red accent","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: flat dark-slate background, military-red accent

Roaring lion's head silhouette fused with a clenched iron gauntlet. Crude, defiant heraldic emblem, centred, single bold shape.

Negative: no heraldic shield frame, no banners, no readable text"
civic_doctrine_nomad,"Nomad Compass (Civic)",civic_icon,C,256x256,P1,"flat dark-slate background, warm amber accent","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: flat dark-slate background, warm amber accent

A compass rose whose north arrow is a single bird's feather, offset from centre. Quiet, evasive heraldic emblem, centred.

Negative: no cardinal letters, no map behind, no readable text"
civic_doctrine_archon,"Archon Discipline (Civic)",civic_icon,C,256x256,P1,"flat dark-slate background, bone-white and red-black accent","Dischordian Saga house style. Painterly digital illustration. High-contrast low-saturation palette with one hot accent colour per piece. Bio-mechanical / crystalline / wet-chrome textures where appropriate. Composition readable at thumbnail scale. Subtle eldritch geometry in negative space (rings-within-rings, recursive spirals, impossible angles). No on-image text. Cinematic lighting — volumetric haze, rim light, single key source. Reference: docs/production/COMPLETE_ART_PROMPT_BIBLE.md and ACTS_2_TO_7_PRODUCTION_BIBLE.md.

Palette: flat dark-slate background, bone-white and red-black accent

A perfect bisected triangle with a smaller inverted triangle inside, Architect geometry. Ritual, cold heraldic emblem, centred.

Negative: no weapons, no organic lines, no readable text"
