id,character,voice_profile,stability,similarity,style,speaker_boost,text,direction,priority
act1_iron_lion_expelled__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"He'll find Cades. He'll lose Cades. He'll find Cades again. The pattern starts here.","Reflective, match-side framing. One step outside the fight.",P1
act1_iron_lion_expelled__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"Some men leave louder when they win. Iron Lion left louder either way.","Reflective, match-side framing. One step outside the fight.",P1
act1_professor_eidola__humanPreMatch,"The Human",human,0.55,0.85,0.30,true,"She was the first person to ever ask me what I thought I was. I have not finished the answer.","Reflective, match-side framing. One step outside the fight.",P1
act1_professor_eidola__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"She told the Architect about you. The Architect did not yet have a word for you. She gave it one.","Reflective, match-side framing. One step outside the fight.",P1
act1_professor_eidola__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"Of course. Of course is the kindest sentence she ever spoke. It is also the most accurate.","Reflective, match-side framing. One step outside the fight.",P1
act1_professor_matrikala__humanPreMatch,"The Human",human,0.55,0.85,0.30,true,"Reactor people are the quietest in any room. They learned the room before the room learned them.","Reflective, match-side framing. One step outside the fight.",P1
act1_professor_matrikala__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"She doesn't remember most of her students. She remembers the ones who heard the room. You did.","Reflective, match-side framing. One step outside the fight.",P1
act1_professor_matrikala__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"Try the room again tomorrow. The room is patient. The room has heard worse.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_seer_visit__humanPreMatch,"The Human",human,0.55,0.85,0.30,true,"She knows who wins. She came anyway. That is the lesson. The match is the footnote.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_seer_visit__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"She left her staff on the bench. The Engineer found it later. He did not know it was a staff. He thought it was a measuring rod.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_seer_visit__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"Losing to the Seer is the only loss in this Act that the Engineer remembered with affection.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_warlord_zero_first__humanPreMatch,"The Human",human,0.55,0.85,0.30,true,"Don't look at her face. She doesn't have one. Look at the line she's drawing. The line is the threat.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_warlord_zero_first__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"You bought the line a breath. Engineers fall in love with breaths. So do soldiers. They are the same love.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_warlord_zero_first__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"She advanced. She always advances. The advancing is not personal. The advancing is the only thing she has.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_programmer__humanPreMatch,"The Human",human,0.55,0.85,0.30,true,"He encoded the truth in frequencies. He put it in a song. The song is the gift. The match is the wrapping paper.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_programmer__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"He gave you something only the next Witness could carry. You will not know what it was until you set it down.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_programmer__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"Some losses are gifts. This was one. Don't argue. Just hold it.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_game_master_original__humanPreMatch,"The Human",human,0.55,0.85,0.30,true,"The Game Master is a category. This is the man before he became the category. He is not innocent. He is just smaller.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_game_master_original__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"He's going to split into two. The losing side will be patient. The winning side will be louder. Watch both.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_game_master_original__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"The signature is part of the show. He'll show you the pen later. He keeps the pen.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_authority__humanPreMatch,"The Human",human,0.55,0.85,0.30,true,"The Authority is six. Always six. The six are a chord. The chord is what the Empire sounds like when it is sure.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_authority__humanPostMatchWin,"The Human",human,0.55,0.85,0.30,true,"They called it a delay. They knew what the delay was for. They let it happen. Six of them did. That matters.","Reflective, match-side framing. One step outside the fight.",P1
act1_the_authority__humanPostMatchLoss,"The Human",human,0.55,0.85,0.30,true,"You did not lose, exactly. The match ended differently than the song does. The song decides what the Act was.","Reflective, match-side framing. One step outside the fight.",P1
