id,character,voice_profile,stability,similarity,style,speaker_boost,text,direction,priority
act1_vernon_vortex__opponentMidMatchLate,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"Arithmetic does not negotiate. Arithmetic just continues. I am continuing.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_vernon_vortex__engineerMemoirCloseWin,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"I bought the line one measure. The Programmer used the measure. He has not stopped using it. He will not.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_vernon_vortex__engineerMemoirCloseLoss,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"I picked up the staff and kept it. The Seer's staff. I did not yet know it was hers. I have not put it down.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_wanda_wyrlord__engineerMemoirIntro,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"He was my oldest friend. He was the best of us. He vanished the night we played this match and left a song in our place.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_wanda_wyrlord__opponentMidMatchEarly,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"I will not tell you what I am doing. Trust me. I have done the arithmetic, and the arithmetic is very bad.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_wanda_wyrlord__opponentMidMatchMid,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"Don't try to read this hand. The hand is a love letter. You aren't the recipient. You are the courier.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_wanda_wyrlord__opponentMidMatchLate,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"When you win, take the gift. Don't ask what it is. Carry it. Let it tell you when it's ready.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_wanda_wyrlord__engineerMemoirCloseWin,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"He shook my hand and disappeared. The song outlived us both. It is playing now. It has not stopped.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_wanda_wyrlord__engineerMemoirCloseLoss,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"He lost on purpose. He looked at me like I should know. I knew. I have always known. I have never said.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_warlord_nano_swarm__engineerMemoirIntro,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"He had not yet split. The two lenses were still in one frame. He was a single man with a single charge sheet, smiling.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_warlord_nano_swarm__opponentMidMatchEarly,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"You have built a beautiful box. The only thing I am going to do is open it in front of everybody.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_warlord_nano_swarm__opponentMidMatchMid,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"The audience is real. They can see your hand. They have always been able to. You forgot.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_warlord_nano_swarm__opponentMidMatchLate,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"Even if you win, you will have won in public. That is what I came here to do.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_warlord_nano_swarm__engineerMemoirCloseWin,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"He told me to do it again with an audience. I did, eventually. The audience was larger than he expected.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_warlord_nano_swarm__engineerMemoirCloseLoss,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"He signed the warrant in front of the witnesses. I watched his hand. The hand did not shake. The Authority's hand did.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_wayne_warden__engineerMemoirIntro,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"Six crystal coffins. One chair. One charge sheet. I made a card the night before. The card was for after.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_wayne_warden__opponentMidMatchEarly,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"What do you say to the charges?","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_wayne_warden__opponentMidMatchMid,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"Your defense is admissible. Your defense is also already weighed. The weighing is not adversarial.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_wayne_warden__opponentMidMatchLate,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"The verdict is being calibrated. Calibration is not punishment. Calibration is what we do instead.","Fight-context taunt. ≤25 words. Sharp delivery, no villain cliché.",P1
act1_wayne_warden__engineerMemoirCloseWin,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"I made one more card. They let me make it because they did not yet understand what a song could carry.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
act1_wayne_warden__engineerMemoirCloseLoss,"The Antiquarian",antiquarian,0.50,0.82,0.40,true,"I made the card anyway. I made it after. I made it for you. You are reading it now.","Memoir/presence framing. Present-tense if Act 7, past-tense memoir if Act 1.",P1
