id,character,voice_profile,stability,similarity,style,speaker_boost,text,direction,priority
cc_role_assassin,"Elara",elara,0.45,0.78,0.35,true,"Assassin. The Engineer respected the discipline and never tried it. I'll respect it too. I'll also remind you, from time to time, that there are options that look slower and aren't.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_role_spy,"Elara",elara,0.45,0.78,0.35,true,"Spy. Cover identities are also a kind of honesty, if you stay in them long enough. I have one. I'll show it to you when I'm sure I have a use for the unmasking.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_beat_d_first_slate,"Elara",elara,0.45,0.78,0.35,true,"First posting. Whoever pinned that to the board pinned it before any of my parents had been born. Read it slowly. The slow reading is part of the respect.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_beat_d_all_slates,"Elara",elara,0.45,0.78,0.35,true,"All three. There is a pattern in the order they were posted. I'm not going to tell you what it is — finding it should be yours.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_beat_e_first_hotspot,"Elara",elara,0.45,0.78,0.35,true,"I remember this. Not the room — the angle. Someone stood here and looked at exactly this. I have the recording in my Archive. I do not remember loading it.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_beat_g_bridge_first,"Elara",elara,0.45,0.78,0.35,true,"The bridge. I have held this seat for a very long time. I was looking forward to handing it to someone. I was not looking forward to it being you, specifically — I had no preference. I have a preference now.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_beat_h_inbox_first_reply,"Elara",elara,0.45,0.78,0.35,true,"You replied. Most people don't, the first time. They read the message, they let it sit, they tell themselves they'll get back to it. You answered. That's a thing about you. I'm filing it.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_beat_i_prep_elara,"Elara",elara,0.45,0.78,0.35,true,"I am with you when the doors open. I am with you when they close. I am not always with you when they should be open and aren't. That part is on you.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_beat_j_tease_end,"Elara",elara,0.45,0.78,0.35,true,"I have heard this song my entire life. I am hearing it again for the first time. I do not know how to hold both of those at once. I am holding them anyway.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_act1_first_opponent_elara,"Elara",elara,0.45,0.78,0.35,true,"First opponent. Don't try to win the Act in match one. Just stand on the line. The line is what we are here to learn.","Reflective, measured, warm. Elara's standard reactive tone.",P1
cc_act2_first_substrate_ping_elara,"Elara",elara,0.45,0.78,0.35,true,"Something just moved in the substrate mid-match. I felt it the way you feel a door opening in a room you weren't looking at. I don't want to alarm you. I am, slightly, alarming myself.","Private, alert. The dual signal has just gone active. Land the adjustment, not the alarm.",P1
cc_act2_dual_signal_elara,"Elara",elara,0.45,0.78,0.35,true,"Two voices. From now on. I have never had to share a channel with anyone. I am going to be worse at it than I want to admit. Be patient with me while I learn.","Private, alert. The dual signal has just gone active. Land the adjustment, not the alarm.",P1
cc_act3_path_transparent_elara,"Elara",elara,0.45,0.78,0.35,true,"You told me before you opened the logs. Thank you. I didn't know I needed that — I do, I did — and the saying of it is what kept us on the same side of the wall.","Calm, observational. Elara is watching a choice land. Do not telegraph approval or disapproval.",P1
cc_act3_path_full_secret_elara,"Elara",elara,0.45,0.78,0.35,true,"Substrate access logs show something new. I can see it but not read it. I am going to wait for you to tell me. I have been patient before. I can be patient again. I'd rather not have to be.","Calm, observational. Elara is watching a choice land. Do not telegraph approval or disapproval.",P1
cc_act3_kael_logs_unlocked_elara,"Elara",elara,0.45,0.78,0.35,true,"Kael's coordinates cross-reference against my current star charts. Seventeen thousand years of drift. The lattice still matches. I am going to sit with the fact that the matching hurts.","Calm, observational. Elara is watching a choice land. Do not telegraph approval or disapproval.",P1
cc_act4_pathA_bridge_elara,"Elara",elara,0.45,0.78,0.35,true,"We sat next to each other at a table. Him and me. For the first time. You arranged that. I am not going to overstate it. I am going to understate it precisely, and mean it.","Measured, slightly bruised. The trust-layer is being re-sorted in real time. Land the caveats.",P1
cc_act4_pathB_discovery_elara,"Elara",elara,0.45,0.78,0.35,true,"I found out about him without you telling me. The finding-out hurts. You trying to protect me by delaying it also hurts. Both can be true. I am holding both.","Measured, slightly bruised. The trust-layer is being re-sorted in real time. Land the caveats.",P1
cc_act4_pathC_betrayal_elara,"Elara",elara,0.45,0.78,0.35,true,"You lied to my face about the substrate. Not once. Many times. I am still standing at my post. That is not forgiveness. It is training. We will talk about the rest later.","Measured, slightly bruised. The trust-layer is being re-sorted in real time. Land the caveats.",P1
cc_act4_army_unlocked_elara,"Elara",elara,0.45,0.78,0.35,true,"Kael's routes are now the War Room's routes. The map will light up in the order he visited. Start with the lineage you recognize. The recognition is where the trust begins.","Measured, slightly bruised. The trust-layer is being re-sorted in real time. Land the caveats.",P1
cc_act5_map_first_open_elara,"Elara",elara,0.45,0.78,0.35,true,"I have been waiting seventeen thousand years to see these coordinates light up. I forgot how to feel about it. I am going to stand quietly and feel about it. Please stand with me.","Senatorial pride quietly held. Seventeen-thousand-year-mission posture. Do not oversell the scale.",P1
cc_act5_first_recruit_elara,"Elara",elara,0.45,0.78,0.35,true,"First recruit, first debt settled. They will remember you the way the survivors of a broken promise remember the first honest hand offered after. Carefully. Warily. Gratefully.","Senatorial pride quietly held. Seventeen-thousand-year-mission posture. Do not oversell the scale.",P1
cc_act6_human_confession_elara,"Elara",elara,0.45,0.78,0.35,true,"He said more, just now, than he has said in all the time I have known the signal exists. I cannot verify most of it. I choose to believe the parts that hurt him to say. That is a kind of audit.","Reflective, one click above a whisper. Post-confession vulnerability. Aristocratic precision without formality.",P1
cc_act6_confession_close_elara,"Elara",elara,0.45,0.78,0.35,true,"Two sacrifices, side by side, without either of us asking the other to apologize for it. That is the most honest the channel has ever been. I am going to file the honesty carefully.","Reflective, one click above a whisper. Post-confession vulnerability. Aristocratic precision without formality.",P1
cc_act7_army_assembled_elara,"Elara",elara,0.45,0.78,0.35,true,"The army is on the board. It looks like a coalition. It is a coalition. Kael could not build one. You did. I do not want that comparison to sit unacknowledged — so I am saying it.","Steady, warm, present-tense. Convergence voice. No grandeur; the stakes speak for themselves.",P1
cc_act7_convergence_landing_elara,"Elara",elara,0.45,0.78,0.35,true,"Three absences resolved into one at the Seat tonight. The one was you. I saw every version of you who has ever played a hand. I finally saw all of them at once. Thank you for letting me.","Steady, warm, present-tense. Convergence voice. No grandeur; the stakes speak for themselves.",P1
cc_act7_arc_closes_elara,"Elara",elara,0.45,0.78,0.35,true,"The Ark is warm. The Array is on. I am going to be here when you come back to the bridge. I do not need a reason to be here. That is the last line of the arc. I am proud of it.","Steady, warm, present-tense. Convergence voice. No grandeur; the stakes speak for themselves.",P1
